case_id,qid,set,metric_source,ndcg10_end,ndcg10_mix,delta_ndcg10,recall10_end,recall10_mix,delta_recall10,first_rel_rank50_end,first_rel_rank50_mix,overlap10,overlap50,best_rel_rank_shift,token_count_a,token_count_b,len_ratio,endpoint_cos,r,delta_perp,cos_to_a,cos_to_b,doc_lang_mismatch_rate10_end,doc_lang_mismatch_rate10_mix,ascii_ratio10_end,ascii_ratio10_mix,label,text_a,text_b
CASE_0246,333327,best,evaluate_perquery,30.10299956639812,100.0,69.89700043360187,100.0,100.0,0.0,9,1,5,35,-8.0,11,13,0.8461538461538461,0.6890958547592163,0.5,1.5132872732692704e-08,0.9189928385020167,0.9189929033606706,0.0,0.0,0.6882223201950183,0.7092580308137262,Unclassified,how old do you have to be in a wisconsin casino,bạn phải bao nhiêu tuổi để có mặt trong sòng bạc khôn ngoan
CASE_0246,1099670,best,evaluate_perquery,31.546487678572877,100.0,68.45351232142713,100.0,100.0,0.0,8,1,7,25,-7.0,6,8,0.75,0.6215481758117676,0.5,1.5162285649239493e-08,0.9004299282146713,0.9004299282146713,0.0,0.0,0.7297703844322687,0.7370938073689843,Unclassified,how big can leopard tortoises get,rùa báo có thể lớn như thế nào
CASE_0246,264594,best,evaluate_perquery,31.546487678572877,100.0,68.45351232142713,100.0,100.0,0.0,8,1,6,21,-7.0,6,8,0.75,0.7225427031517029,0.5,1.4199209807941315e-08,0.9280470976129421,0.9280470333870562,0.0,0.0,0.7105164013637467,0.7157613400749431,Unclassified,how long is super bowl game,trò chơi siêu bát kéo dài bao lâu
CASE_0246,577167,best,evaluate_perquery,33.33333333333333,100.0,66.66666666666667,100.0,100.0,0.0,7,1,7,34,-6.0,9,7,1.2857142857142858,0.8580589805876601,0.5,9.952360713327835e-09,0.9638617255819028,0.9638617278166723,0.0,0.0,0.712815972355863,0.7160238479896213,Unclassified,what are you supposed to wear to a wake,bạn phải mặc gì khi thức dậy
CASE_0246,988306,best,evaluate_perquery,33.33333333333333,100.0,66.66666666666667,100.0,100.0,0.0,7,1,9,46,-6.0,7,10,0.7,0.9062462449073792,0.5,8.010905716560046e-09,0.9762801932809562,0.9762803153865574,0.0,0.0,0.77963561768625,0.7840330644603785,Unclassified,who owns charlotte hilton university place hotel,người sở hữu khách sạn đại học charlotte hilton
CASE_0246,1051755,best,evaluate_perquery,35.620718710802215,100.0,64.37928128919779,100.0,100.0,0.0,6,1,7,29,-5.0,7,10,0.7,0.7770727872848511,0.5,1.4359260447349698e-08,0.9426221065061818,0.9426221065061818,0.0,0.0,0.7369785559941565,0.7229847657154117,Unclassified,who sings take this world by storm,ai hát đưa thế giới này đi trong cơn bão
CASE_0246,634174,best,evaluate_perquery,35.620718710802215,100.0,64.37928128919779,100.0,100.0,0.0,6,1,10,41,-5.0,7,11,0.6363636363636364,0.869661263803319,0.5,9.994486127595792e-09,0.966866393466625,0.966866333861979,0.0,0.0,0.6989334702377727,0.6989334702377727,Unclassified,what does central idea mean in literature,ý tưởng trung tâm có nghĩa là gì trong văn học
CASE_0246,993178,best,evaluate_perquery,35.620718710802215,100.0,64.37928128919779,100.0,100.0,0.0,6,1,4,37,-5.0,16,22,0.7272727272727273,0.8078922996392607,0.5,1.0978742359668558e-08,0.9507608181445338,0.9507608808360642,0.0,0.0,0.7273977200647288,0.7651553792527146,Unclassified,"which sexually transmitted disease has three stages, the first of which involves development of a chancre?","bệnh lây truyền qua đường tình dục nào có ba giai đoạn, giai đoạn đầu bao gồm sự phát triển của săng?"
CASE_0246,1010524,best,evaluate_perquery,0.0,63.092975357145754,63.092975357145754,0.0,100.0,100.0,inf,2,3,26,-9997.0,13,13,1.0,0.6826988836885829,0.5,1.639710944800754e-08,0.9172510535339027,0.917251042779548,0.0,0.0,0.7332236947995856,0.7318026200082679,Unclassified,what year did the song vehicle by the ides of march come out,Bài hát Xe của những người hành quân ra đời vào năm nào
CASE_0246,1011018,best,evaluate_perquery,0.0,63.092975357145754,63.092975357145754,0.0,100.0,100.0,29,2,6,40,-27.0,11,14,0.7857142857142857,0.7126306295394897,0.5,1.530111504166598e-08,0.9253730535736681,0.9253730535736681,0.0,0.0,0.7188340657346673,0.7080048719326886,Unclassified,what year did andrew jackson beard invent the rotary steam engine,Andrew jackson râu đã phát minh ra máy hơi nước quay vào năm nào
CASE_0246,1047088,best,evaluate_perquery,0.0,63.092975357145754,63.092975357145754,0.0,100.0,100.0,inf,2,3,31,-9997.0,8,9,0.8888888888888888,0.7809545267197208,0.5,1.1638912944533786e-08,0.9436510711707726,0.943651067611556,0.0,0.0,0.8115741833456548,0.7935580010063542,Unclassified,who played peter in the eddy duchin story,người đóng vai peter trong câu chuyện duchin xoáy
CASE_0246,1047625,best,evaluate_perquery,0.0,63.092975357145754,63.092975357145754,0.0,100.0,100.0,inf,2,0,3,-9997.0,7,5,1.4,0.4309280514717102,0.5,1.67223230818081e-08,0.8458510328992421,0.8458511033663105,0.0,0.0,0.7745989106539086,0.8138936618082321,TranslationDivergence,who plays ash the porcupine in sing,"ai chơi tro, nhím hát"
CASE_0246,1055717,best,evaluate_perquery,0.0,63.092975357145754,63.092975357145754,0.0,100.0,100.0,inf,2,2,17,-9997.0,6,13,0.46153846153846156,0.5818082440977242,0.5,1.7381884376277412e-08,0.8893278391275972,0.8893278987322429,0.0,0.0,0.7070855053560978,0.7336409286673476,TranslationDivergence,what is epic database for healthcare,cơ sở dữ liệu sử thi cho chăm sóc sức khỏe là gì
CASE_0246,1099700,best,evaluate_perquery,0.0,63.092975357145754,63.092975357145754,0.0,100.0,100.0,inf,2,0,9,-9997.0,7,11,0.6363636363636364,0.5400822162628174,0.5,1.7919264294619097e-08,0.877519810030199,0.877519810030199,0.0,0.0,0.7359196220983556,0.762721361495144,Unclassified,how are meiosis and mitosis similar? apex,nguyên phân và nguyên phân giống nhau như thế nào? đỉnh
CASE_0246,278542,best,evaluate_perquery,0.0,63.092975357145754,63.092975357145754,0.0,100.0,100.0,inf,2,3,33,-9997.0,7,9,0.7777777777777778,0.6975287199020386,0.5,1.5087943339153753e-08,0.9212840199728504,0.9212839705536507,0.0,0.0,0.7477106517343215,0.8235585363880189,Unclassified,how many carbs in a quest bar,có bao nhiêu carbs trong một thanh nhiệm vụ
CASE_0246,329901,best,evaluate_perquery,0.0,63.092975357145754,63.092975357145754,0.0,100.0,100.0,42,2,5,34,-40.0,8,6,1.3333333333333333,0.7376680374145508,0.5,1.3332604353877286e-08,0.9321126985003955,0.932112634554646,0.0,0.0,0.8118767821260929,0.8083990820103379,Unclassified,how much vitamin c does a lime have,chanh có bao nhiêu vitamin c
CASE_0246,612846,best,evaluate_perquery,0.0,63.092975357145754,63.092975357145754,0.0,100.0,100.0,50,2,1,14,-48.0,6,7,0.8571428571428571,0.5919069051742554,0.5,1.713016928306388e-08,0.8921622723251117,0.8921622055159143,0.0,0.0,0.777244792512999,0.8049982076536706,Unclassified,"what county is soldier grove, wi","khu rừng lính là quận gì, wi"
CASE_0246,839878,best,evaluate_perquery,0.0,63.092975357145754,63.092975357145754,0.0,100.0,100.0,inf,2,4,28,-9997.0,10,10,1.0,0.7365394830703735,0.5,1.4151646077209534e-08,0.9318098937919017,0.9318098937919017,0.0,0.0,0.7741139658621634,0.7396567038938597,Unclassified,what is the population of falls in wyoming county pa,dân số thác ở quận wyoming pa là bao nhiêu
CASE_0246,859229,best,evaluate_perquery,0.0,63.092975357145754,63.092975357145754,0.0,100.0,100.0,30,2,6,35,-28.0,9,11,0.8181818181818182,0.8073807243931725,0.5000000386803503,5.2989626908583887e-08,0.9506263863449075,0.950626320548764,0.0,0.0,0.7181212239571977,0.6936638397923532,Unclassified,what is university of sioux falls federal id number,trường đại học sioux rơi số id liên bang là gì
CASE_0246,872081,best,evaluate_perquery,0.0,63.092975357145754,63.092975357145754,0.0,100.0,100.0,inf,2,3,8,-9997.0,9,12,0.75,0.5932745095058983,0.5,1.655373615960798e-08,0.8925453898897621,0.8925454638461601,0.0,0.0,0.6999398496507668,0.7463292598866441,Unclassified,what language do the minions speak in despicable me,bọn tay sai nói tiếng gì trong sự hèn hạ của tôi
CASE_0246,998093,best,evaluate_perquery,0.0,63.092975357145754,63.092975357145754,0.0,100.0,100.0,43,2,3,16,-41.0,7,11,0.6363636363636364,0.7066881410255264,0.5,1.3887010652524623e-08,0.9237662475843205,0.9237661928985563,0.0,0.0,0.743020909299321,0.7761571780477808,Unclassified,where is the trailer park boys set,Các chàng trai công viên xe kéo được đặt ở đâu
CASE_0246,798253,best,evaluate_perquery,38.68528072345416,100.0,61.31471927654584,100.0,100.0,0.0,5,1,6,22,-4.0,6,12,0.5,0.748450517654419,0.5,1.3983353142066335e-08,0.9350001552270494,0.9350001552270494,0.0,0.0,0.7492369179286047,0.7479467768166443,Unclassified,what is southwest airlines baggage policy,chính sách hành lý của hãng hàng không tây nam là gì
CASE_0246,975688,best,evaluate_perquery,38.68528072345416,100.0,61.31471927654584,100.0,100.0,0.0,5,1,10,45,-4.0,8,7,1.1428571428571428,0.8544430732727051,0.5,9.094236474993522e-09,0.9629233976109822,0.9629234595106522,0.0,0.0,0.7924795938217364,0.7924795938217364,Unclassified,where in philadelphia did kevin hart grow up,Kevin hart đã lớn lên ở đâu
CASE_0246,786477,best,evaluate_perquery,43.06765580733931,100.0,56.93234419266069,100.0,100.0,0.0,4,1,5,23,-3.0,7,14,0.5,0.771204027081016,0.5,1.2141740057813877e-08,0.9410642142053571,0.9410642142053571,0.0,0.0,0.7675343110346695,0.7641312788447064,Unclassified,what is presidential reserve with wyndham resorts,khu bảo tồn tổng thống với các khu nghỉ dưỡng ở wyndham là gì
CASE_0246,1033534,best,evaluate_perquery,0.0,54.37713091520254,54.37713091520254,0.0,100.0,100.0,20,3,4,32,-17.0,9,9,1.0,0.8524912771593002,0.5,1.0054773014189777e-08,0.9624164680860261,0.9624165872953007,0.0,0.0,0.6750622643223415,0.6925055008709304,Unclassified,what is the purpose of the advance trac system,mục đích của hệ thống trac trước là gì
CASE_0246,1039346,best,evaluate_perquery,0.0,51.095599397121525,51.095599397121525,0.0,100.0,100.0,inf,3,5,27,-9996.0,9,9,1.0,0.7181719541549683,0.5,1.452502740306727e-08,0.9268688409469155,0.9268688409469155,0.0,0.0,0.7579184523705945,0.778039444008089,Unclassified,who is the author of lamb to the slaughter,ai là tác giả của việc giết thịt cừu
CASE_0246,1007606,best,evaluate_perquery,0.0,50.0,50.0,0.0,100.0,100.0,inf,3,2,28,-9996.0,7,11,0.6363636363636364,0.6144622564315796,0.5,1.672110627737311e-08,0.8984603943367456,0.8984603279958789,0.0,0.0,0.6951455241612834,0.6992216373553101,Unclassified,when are loudoun county property taxes due,khi nào thuế bất động sản quận ồn ào đến hạn
CASE_0246,1016676,best,evaluate_perquery,0.0,50.0,50.0,0.0,100.0,100.0,inf,3,1,16,-9996.0,9,12,0.75,0.5900513529777527,0.5,1.7818770459143707e-08,0.8916421272611309,0.8916421272611309,0.0,0.0,0.7261988186455042,0.7592853257341672,Unclassified,what town in kansas is home to boot hill,thị trấn nào ở kansas là quê hương của đồi khởi động
CASE_0246,1048876,best,evaluate_perquery,0.0,50.0,50.0,0.0,100.0,100.0,inf,3,2,24,-9996.0,7,9,0.7777777777777778,0.6767516732215881,0.5,1.572945507177792e-08,0.9156287335144374,0.9156286684174713,0.0,0.0,0.8151044742201959,0.7957842991220886,Unclassified,who plays young dr mallard on ncis,ai chơi vịt trời dr trẻ trên ncis
CASE_0246,1080253,best,evaluate_perquery,50.0,100.0,50.0,100.0,100.0,0.0,3,1,6,29,-2.0,15,14,1.0714285714285714,0.8702456951141357,0.5,9.69013314033873e-09,0.9670175305372747,0.9670175921748837,0.0,0.0,0.7125300757147542,0.7015977132106495,Unclassified,what fraction of the light falling on a piece of photographic film is typically wasted,phần nào ánh sáng rơi vào một mảnh phim ảnh thường bị lãng phí
CASE_0246,1085245,best,evaluate_perquery,0.0,50.0,50.0,0.0,100.0,100.0,inf,3,2,16,-9996.0,8,6,1.3333333333333333,0.503174901008606,0.5,2.0097749242609098e-08,0.8669414853243042,0.8669414853243042,0.0,0.0,0.7875120838158876,0.773709881076959,Unclassified,what county is upper saddle river nj in,quận thượng yên sông nj ở
CASE_0246,1095542,best,evaluate_perquery,50.0,100.0,50.0,100.0,100.0,0.0,3,1,3,29,-2.0,9,9,1.0,0.7645567655563354,0.5,1.3755739658449784e-08,0.9392967756903071,0.9392967756903071,0.0,0.0,0.7363396420035279,0.737256640314315,Unclassified,how much rain does phoenix get in a year,cây phượng có bao nhiêu mưa trong một năm
CASE_0246,1095845,best,evaluate_perquery,50.0,100.0,50.0,100.0,100.0,0.0,3,1,5,27,-2.0,9,10,0.9,0.7529890537261963,0.5,1.4570413320313946e-08,0.9362128904577532,0.9362129541234523,0.0,0.0,0.7402377914976094,0.7366664178619586,Unclassified,how much is it to renew wisconsin insurance license,gia hạn giấy phép bảo hiểm Wisconsin là bao nhiêu
CASE_0246,1097746,best,evaluate_perquery,0.0,50.0,50.0,0.0,100.0,100.0,12,3,6,37,-9.0,7,9,0.7777777777777778,0.9057193510866939,0.5,7.805308399611022e-09,0.9761452719834914,0.9761452690702933,0.0,0.0,0.7053397023061525,0.7036311743732585,Unclassified,how long to evict tenant in missouri,bao lâu để đuổi người thuê nhà ở missouri
CASE_0246,169305,best,evaluate_perquery,0.0,50.0,50.0,0.0,100.0,100.0,41,3,3,29,-38.0,6,10,0.6,0.8543785810470581,0.5,8.588740385562232e-09,0.9629067204031174,0.9629067204031174,0.0,0.0,0.7053963484295562,0.7204958323239115,Unclassified,does motion sensor device have camera,thiết bị cảm biến chuyển động có camera không
CASE_0246,212796,best,evaluate_perquery,0.0,50.0,50.0,0.0,100.0,100.0,inf,3,2,13,-9996.0,7,13,0.5384615384615384,0.5355367979727267,0.5,1.8005748003702138e-08,0.8762239468081503,0.8762240064128007,0.0,0.0,0.6938000039640831,0.7252939262979471,Unclassified,how did amber alert get its name,Làm thế nào mà cảnh báo hổ phách có được tên của nó
CASE_0246,293421,best,evaluate_perquery,0.0,50.0,50.0,0.0,100.0,100.0,inf,3,5,27,-9996.0,9,10,0.9,0.7543625831604004,0.5,1.3530902620573215e-08,0.9365795556066945,0.9365795556066945,0.0,0.0,0.6891749440224582,0.6935141039813939,Unclassified,how many players on a women's lacrosse team,có bao nhiêu cầu thủ trong đội bóng chuyền nữ
CASE_0246,581975,best,evaluate_perquery,50.0,100.0,50.0,100.0,100.0,0.0,3,1,6,34,-2.0,11,11,1.0,0.8231256008148193,0.5,1.2983734087868015e-08,0.9547579715824163,0.9547579715824163,0.0,0.0,0.6971810897045059,0.698805961975507,Unclassified,what can i eat to make me have a bowel movement,tôi có thể ăn gì để làm cho tôi đi tiêu
CASE_0246,626318,best,evaluate_perquery,0.0,50.0,50.0,0.0,100.0,100.0,inf,3,2,11,-9996.0,9,12,0.75,0.7093536853790283,0.5,1.4751480037489273e-08,0.9244873285690228,0.9244873285690228,0.0,0.0,0.7136676771984419,0.7319333486879283,Unclassified,what do you call the components present in cytoplasm,bạn gọi các thành phần có trong tế bào chất là gì
CASE_0246,830649,best,evaluate_perquery,0.0,50.0,50.0,0.0,100.0,100.0,inf,3,5,27,-9996.0,10,18,0.5555555555555556,0.7850821614265442,0.5,1.4209972754031241e-08,0.9447439469588124,0.9447439469588124,0.0,0.0,0.6849329931311573,0.7298647861662119,Unclassified,what is the meaning behind welcome to the black parade,ý nghĩa đằng sau sự chào mừng đến với cuộc diễu hành của người da đen là gì
CASE_0246,920218,best,evaluate_perquery,0.0,50.0,50.0,0.0,100.0,100.0,inf,3,2,4,-9996.0,11,15,0.7333333333333333,0.6240617036819458,0.5,1.435951890726983e-08,0.9011275787430585,0.9011275125985454,0.0,0.0,0.6933400644277911,0.7822665131170313,Unclassified,what was the final score between the cavs and the warriors?,điểm số cuối cùng giữa các đấu sĩ và các chiến binh là bao nhiêu?
CASE_0246,948532,best,evaluate_perquery,0.0,50.0,50.0,0.0,100.0,100.0,17,3,6,37,-14.0,9,13,0.6923076923076923,0.7151584368755297,0.5,1.5019521626413734e-08,0.9260556980144999,0.9260556884957994,0.0,0.0,0.7710409982092903,0.8048980396823533,Unclassified,when does transformers the last knight is coming out,"Khi nào người máy biến hình, hiệp sĩ cuối cùng sẽ ra mắt"
CASE_0246,961097,best,evaluate_perquery,50.0,100.0,50.0,100.0,100.0,0.0,3,1,9,43,-2.0,6,8,0.75,0.941684365272522,0.5,5.669217539860938e-09,0.985313184536054,0.985313184536054,0.0,0.0,0.7105252715831989,0.7065497364150032,Unclassified,when was the first nba game?,trò chơi nba đầu tiên là khi nào?
CASE_0246,988710,best,evaluate_perquery,0.0,50.0,50.0,0.0,100.0,100.0,12,3,5,37,-9.0,11,11,1.0,0.799177885055542,0.500000037100399,5.22560554827578e-08,0.9484666550071644,0.9484666550071644,0.0,0.0,0.7507007881721306,0.7908872580884422,Unclassified,who is the poet of the charge of the light brigade,ai là nhà thơ của phụ trách lữ đoàn ánh sáng
CASE_0246,1006509,best,evaluate_perquery,0.0,43.06765580733931,43.06765580733931,0.0,100.0,100.0,inf,4,4,27,-9995.0,9,13,0.6923076923076923,0.6484087705612183,0.5,1.5791343344062625e-08,0.9078570634155398,0.9078570634155398,0.0,0.0,0.7412942785168196,0.7556690419203729,Unclassified,when did moody blues do days of future past,những ngày của quá khứ trong tương lai đã xảy ra khi nào
CASE_0246,1030623,best,evaluate_perquery,0.0,43.06765580733931,43.06765580733931,0.0,100.0,100.0,17,4,4,23,-13.0,10,17,0.5882352941176471,0.8213495505660504,0.5,1.0761965540950769e-08,0.9542928882053043,0.9542928910601475,0.0,0.0,0.7378257230706965,0.7462152080642239,Unclassified,what is the usual pay for stock associates at michaels,mức trả thông thường cho các công ty liên kết cổ phiếu tại michaels là bao nhiêu
CASE_0246,1032019,best,evaluate_perquery,0.0,43.06765580733931,43.06765580733931,0.0,100.0,100.0,inf,4,4,24,-9995.0,9,11,0.8181818181818182,0.8063206672668457,0.5,1.2499614676642068e-08,0.9503474777795164,0.9503474777795164,0.0,0.0,0.7257927240268517,0.7041638371701371,Unclassified,what is the standard barrel length for a ar?,chiều dài thùng tiêu chuẩn cho một ar là bao nhiêu?
CASE_0246,1057251,best,evaluate_perquery,0.0,43.06765580733931,43.06765580733931,0.0,100.0,100.0,11,4,9,48,-7.0,6,7,0.8571428571428571,0.9762397976207492,0.4999999608033126,4.445177381739995e-08,0.9940422463907288,0.994042186428837,0.0,0.0,0.7925280254545706,0.7897166935639549,Unclassified,who were george washington's parents,cha mẹ của george washington là ai
CASE_0246,1062233,best,evaluate_perquery,0.0,43.06765580733931,43.06765580733931,0.0,100.0,100.0,inf,4,0,23,-9995.0,6,9,0.6666666666666666,0.7228175401687622,0.5,1.4449692997686725e-08,0.9281211034051904,0.9281211034051904,0.0,0.0,0.7372782573741062,0.7297286801725587,Unclassified,what is animal farm's genre,thể loại của trang trại động vật là gì
CASE_0246,1096870,best,evaluate_perquery,0.0,43.06765580733931,43.06765580733931,0.0,100.0,100.0,18,4,3,29,-14.0,9,12,0.75,0.7594872117042542,0.5,1.5471636416464207e-08,0.9379464367702582,0.9379465638663024,0.0,0.0,0.7670428410650915,0.7612519988936324,Unclassified,how many ounces in dunkin donuts iced coffee medium,bao nhiêu ounce trong chiếc bánh rán dunkin cà phê đá vừa
CASE_0246,1097023,best,evaluate_perquery,0.0,43.06765580733931,43.06765580733931,0.0,100.0,100.0,14,4,7,45,-10.0,10,9,1.1111111111111112,0.9364054799079895,0.5,5.429327210038082e-09,0.983972935838558,0.983972935838558,0.0,0.0,0.7535073506770656,0.7735099155301535,Unclassified,how many inches are in a yard and what is,bao nhiêu inch trong một yard và là gì
CASE_0246,1100224,best,evaluate_perquery,0.0,43.06765580733931,43.06765580733931,0.0,100.0,100.0,inf,4,2,19,-9995.0,7,11,0.6363636363636364,0.6348598599433899,0.5,1.765950230492308e-08,0.9041183725130927,0.9041183725130927,0.0,0.0,0.7607344357384987,0.7844493463885548,Unclassified,gorilla car washes in council bluffs iowa,khỉ đột rửa xe trong hội đồng vô tội vạ iowa
CASE_0246,248385,best,evaluate_perquery,0.0,43.06765580733931,43.06765580733931,0.0,100.0,100.0,11,4,7,39,-7.0,8,11,0.7272727272727273,0.8281884687059206,0.5,1.1403057165182418e-08,0.9560827228386412,0.9560827201007256,0.0,0.0,0.7311449997286644,0.7267864683774256,Unclassified,how long do you keep credit card statements,bạn giữ bảng sao kê thẻ tín dụng trong bao lâu
CASE_0246,249118,best,evaluate_perquery,0.0,43.06765580733931,43.06765580733931,0.0,100.0,100.0,17,4,7,40,-13.0,10,15,0.6666666666666666,0.7991060494843751,0.5,1.3394371833896912e-08,0.9484477112374005,0.9484477144771744,0.0,0.0,0.6925175391999774,0.6958537577472744,Unclassified,how long does a collection stay on your credit report,bộ sưu tập tồn tại trong bao lâu trên báo cáo tín dụng của bạn
CASE_0246,414155,best,evaluate_perquery,0.0,43.06765580733931,43.06765580733931,0.0,100.0,100.0,12,4,4,21,-8.0,11,11,1.0,0.6232601775682078,0.5,1.776106550721579e-08,0.9009051399636075,0.9009051465198072,0.0,0.0,0.7322836131418173,0.73377089367442,Unclassified,is it normal to have heartburn during the first trimester pregnancy,ợ chua khi mang thai 3 tháng đầu có bình thường không
CASE_0246,570023,best,evaluate_perquery,0.0,43.06765580733931,43.06765580733931,0.0,100.0,100.0,inf,4,5,34,-9995.0,9,13,0.6923076923076923,0.6430379152297974,0.5,1.5886000070963746e-08,0.9063768866956718,0.9063768209342333,0.0,0.0,0.6524453140398716,0.6785266415957527,Unclassified,what are the four most commonly used metric prefixes,bốn tiền tố số liệu được sử dụng phổ biến nhất là gì
CASE_0246,848478,best,evaluate_perquery,0.0,43.06765580733931,43.06765580733931,0.0,100.0,100.0,inf,4,5,39,-9995.0,10,11,0.9090909090909091,0.6662002602934992,0.5,1.7174219379967326e-08,0.9127432331972075,0.9127431735925574,0.0,0.0,0.7284045163970071,0.7559599948607373,Unclassified,what is the state tax rate for orange county ca,thuế suất tiểu bang cho cam quận ca là bao nhiêu
