case_id,qid,condition,rank,docid,retrieval_score_raw,score,rel,doc_lang,snippet
CASE_0007,1000678,endpoint,6,8441717,0.6956,0.6956,0,zh,早在 1778 年英国船长詹姆斯库克通过海上探索北美西北海岸之前，探险家就希望通过美洲大陆的水道找到一条通往太平洋的通道。
CASE_0007,1000678,endpoint,7,8775162,0.6942,0.6942,0,zh,詹姆斯库克 1728-1779 詹姆斯库克于 1728 年 10 月 27 日出生在约克郡的马顿村。他在 18 岁的时候第一次体验了海上的生活，当时他在一艘 Whitby 煤矿运载煤炭到伦敦的船上签下了水手。库克确定的重要消息，如布韦的割礼角，可以证明南部大陆的存在。 1772 年 11 月 23 日，库克驶出开普敦，前往南部未知的水域。
CASE_0007,1000678,endpoint,8,4075462,0.692,0.692,0,zh,英国航海家和探险家，1728 年 - 1779 年。詹姆斯库克于 1728 年 10 月 27 日出生于英国约克郡马顿（近现代米德尔斯堡）。库克为英国指挥了三趟发现之旅，并两次环游世界。他是第一位乘坐单船环游地球的英国舰艇指挥官。
CASE_0007,1000678,endpoint,9,2619430,0.6862,0.6862,0,zh,库克最著名的船是“奋进号”，它于 1768 年 8 月 26 日从英国普利茅斯出发，在库克的远征中从大溪地的有利位置观察金星凌日。正是在这次旅程中，库克环游了新西兰和澳大利亚东海岸。在库克的第二次和第三次旅程中，他指挥了“决心”和“冒险”。在他的第三次旅行中，库克还有一艘配偶船，发现号，由查尔斯·克莱克指挥，而不是库克本人。詹姆斯库克的主要探索可以说是他的第一次远征。在库克于 1768 年出发的第一次旅程中，他的任务是绘制金星凌日图。指挥着“奋进号”，库克继续寻找澳大利亚未知大陆，这是一片有人认为环绕极地延伸的伟大大陆。
CASE_0007,1000678,endpoint,10,4011359,0.6851,0.6851,0,zh,詹姆斯库克船长发现了夏威夷。他没有发现澳大利亚，尽管他是第一个看到东海岸的人。他也没有发现新西兰，但他是第一个环游岛屿的人。
CASE_0007,1000678,mixed,1,2619434,0.7101,0.7101,0,zh,詹姆斯·库克 (James Cook) 的第一艘船环绕新西兰并驶过澳大利亚东海岸，名为“奋进号”。詹姆斯·库克的主要探索可以说是他的第一次远征。在库克于 1768 年出发的第一次旅程中，他的任务是绘制金星凌日图。指挥着“奋进号”，库克继续寻找澳大利亚未知大陆，这是一片有人认为环绕极地延伸的伟大大陆。
CASE_0007,1000678,mixed,2,576850,0.7076,0.7076,0,zh,詹姆斯库克 (1728-1779) 以：夏威夷群岛的发现而闻名。一位英国船长，他绕大西洋航行到太平洋。他与夏威夷群岛、澳大利亚、新西兰以及印度洋周围回到大西洋的居民取得了联系。他在夏威夷为王室服务时去世。
CASE_0007,1000678,mixed,3,7262611,0.7065,0.7065,1,zh,詹姆斯库克 (1728 年 - 1779 年) 一位航海家、测量员和探险家，在 1768 年至 1779 年期间担任过三次太平洋探险队的队长。他调查了新西兰和澳大利亚东部的海岸，并探索了部分地区南极洲的海岸。他能够证明所谓的“大南大陆”不存在。
CASE_0007,1000678,mixed,4,739573,0.7044,0.7044,0,zh,詹姆斯库克于 1728 年 10 月 27 日出生于英格兰约克郡克利夫兰的马顿，是一名海军上尉、航海家和探险家，他于 1770 年在他的船 HMB Endeavor 上发现并绘制了新西兰和澳大利亚的大堡礁.后来他反驳了传说中的南部大陆 Terra Australis 的存在。
CASE_0007,1000678,mixed,5,8775162,0.7004,0.7004,0,zh,詹姆斯库克 1728-1779 詹姆斯库克于 1728 年 10 月 27 日出生在约克郡的马顿村。他在 18 岁的时候第一次体验了海上的生活，当时他在一艘 Whitby 煤矿运载煤炭到伦敦的船上签下了水手。库克确定的重要消息，如布韦的割礼角，可以证明南部大陆的存在。 1772 年 11 月 23 日，库克驶出开普敦，前往南部未知的水域。
CASE_0007,1000678,mixed,6,8775163,0.6966,0.6966,0,zh,詹姆斯库克第一次航行的路线。詹姆斯·库克的第一次航行是 1768 年至 1771 年间，皇家海军和皇家学会乘坐“奋进号”号联合远征南太平洋。这是库克担任指挥官的三次太平洋航行中的第一次。第一次远征的目的将观察 1769 年金星凌日（当年 6 月 3 日），并寻找假定的 Terra Australis Incognita 或未知南方土地的证据。库克是三趟太平洋航行的指挥官。第一次探险的目的是观察 1769 年金星穿过太阳（当年 6 月 3 日）的情况，并寻找关于假定的 Terra Australis Incognita 或未知南方土地的证据.
CASE_0007,1000678,mixed,7,8441717,0.6942,0.6942,0,zh,早在 1778 年英国船长詹姆斯库克通过海上探索北美西北海岸之前，探险家就希望通过美洲大陆的水道找到一条通往太平洋的通道。
CASE_0007,1000678,mixed,8,4075462,0.6864,0.6864,0,zh,英国航海家和探险家，1728 年 - 1779 年。詹姆斯库克于 1728 年 10 月 27 日出生于英国约克郡马顿（近现代米德尔斯堡）。库克为英国指挥了三趟发现之旅，并两次环游世界。他是第一位乘坐单船环游地球的英国舰艇指挥官。
CASE_0007,1000678,mixed,9,6734958,0.6861,0.6861,0,zh,因为我的兴趣广泛。詹姆斯库克是一位英国船长。与流行观点相反，他没有发现澳大利亚，也没有发现新西兰，但他之所以出名，有以下几个原因：1 在 1768 年出发的第一次旅程中，他指挥了“奋进号”探险队绘制金星凌日图。似乎没有任何詹姆斯库克船长在他的船上养宠物的记录。当他还是一名中尉时，在他的第一次远征中，他带着一只山羊来提供新鲜牛奶。
CASE_0007,1000678,mixed,10,6734961,0.6853,0.6853,0,zh,詹姆斯库克于 1728 年出生于英国马顿。他的父亲是一名苏格兰农民工，他让詹姆斯在 18 岁的时候在运煤船上当学徒。在北海工作期间，库克利用业余时间学习数学和航海。这导致他被任命为大副。詹姆斯库克回国后，皇家海军将他提升为上尉，并为他安排了一项新任务，即寻找未知的南部土地 Terra Australis Incognita。在 18 世纪，人们认为赤道以南的土地比已经发现的要多得多。
CASE_0007,257885,endpoint,1,6661520,0.8149,0.8149,1,zh,SSA 可能需要大约六周的时间来处理您的申请并开始您的福利。如果您提供不正确的信息或 SSA 需要更多信息，则可能需要更长时间。发送到 SSA 的退休福利申请数量也可能导致处理时间更长。
CASE_0007,257885,endpoint,2,8480853,0.8128,0.8128,0,zh,从您提交申请到您得知您是被批准还是被拒绝，这段时间各不相同。 SSA 可能需要大约六周的时间来处理您的申请并开始您的福利。如果您提供不正确的信息或 SSA 需要更多信息，则可能需要更长时间。发送到 SSA 的退休福利申请数量也可能导致处理时间更长。
CASE_0007,257885,endpoint,3,6020590,0.8098,0.8098,0,zh,从您提交申请到您得知您是被批准还是被拒绝，这段时间各不相同。 SSA 可能需要大约六周的时间来处理您的申请并开始领取福利。如果您提供的信息不正确或 SSA 需要更多信息，则可能需要更长时间。发送给 SSA 的退休福利申请数量也可能导致处理时间更长。如果您之前提交过其他社会保障福利或医疗保险的申请或索赔，则可能无需提供某些信息，因为它已经在文件中。在提供您的文件时，SSA 需要由签发文件的政府机构认证的原件或副本。
CASE_0007,257885,endpoint,4,556160,0.8065,0.8065,0,zh,大体时间。从您提交申请到您得知您是被批准还是被拒绝，这段时间各不相同。 SSA 可能需要大约六周的时间来处理您的申请并开始您的福利。如果您提供不正确的信息或 SSA 需要更多信息，则可能需要更长时间。发送到 SSA 的退休福利申请数量也可能导致处理时间更长。
CASE_0007,257885,endpoint,5,7318132,0.7408,0.7408,0,zh,这就是为什么当索赔被裁定时，我们会建议您国家机构或行政法官可能会在不久的将来（通常在 12 到 24 个月内）建议进行审查。然而，在 SSA 再次审查您的索赔之前，有时可能需要 5 到 7 年的时间才能获得最初的福利金。
CASE_0007,257885,endpoint,6,5564348,0.7294,0.7294,0,zh,在我们准备好您的 SS-5 申请文件和提交说明后，您的最后一步就是按照提交说明进行操作。完成申请后，您将直接从社会保障局 (SSA) 收到邮寄的社会保障卡。 SSA 规定的交付时间为 10-14 天，但有时可能需要 4-6 周或更长时间，具体取决于您当地 SSA 办事处或卡中心的工作量。没有办法加快此交付时间，因为 SSA 仅通过邮寄方式提供新卡。
CASE_0007,257885,endpoint,7,1512690,0.7265,0.7265,0,zh,如果您积累了足够的工作学分（通常为 40），您最早可以领取社会保障<b>退休</b>福利的时间是<b>62</b>。在那个年龄，您的每月付款将是您在 SSA 的完全退休年龄等待退休所获得的金额的 75%。
CASE_0007,257885,endpoint,8,7213229,0.7249,0.7249,0,zh,社会保障管理局 (SSA) 允许您在网上申请退休、配偶福利、医疗保险或残疾福利。这个过程的好处是整个应用程序只需要大约 15 分钟的时间。
CASE_0007,257885,endpoint,9,7442279,0.7244,0.7244,0,zh,SSA 将处理您的请求并在 30 天内提供答复。它通常会同意您要求的金额，除非您的收入或支出存在差异。 SSA 将从您的每月福利中扣除付款，或者您可以通过信用卡、借记卡或支票付款。
CASE_0007,257885,endpoint,10,2504428,0.7236,0.7236,0,zh,社会保障局估计最初的福利申请需要 90 到 120 天，但实际上申请可能需要长达 8 个月才能完成。申请被拒的上诉程序同样可能需要 90 天到一年多的时间才能举行听证会，具体取决于案件数量。
CASE_0007,257885,mixed,1,8480853,0.812,0.812,0,zh,从您提交申请到您得知您是被批准还是被拒绝，这段时间各不相同。 SSA 可能需要大约六周的时间来处理您的申请并开始您的福利。如果您提供不正确的信息或 SSA 需要更多信息，则可能需要更长时间。发送到 SSA 的退休福利申请数量也可能导致处理时间更长。
CASE_0007,257885,mixed,2,6020590,0.811,0.811,0,zh,从您提交申请到您得知您是被批准还是被拒绝，这段时间各不相同。 SSA 可能需要大约六周的时间来处理您的申请并开始领取福利。如果您提供的信息不正确或 SSA 需要更多信息，则可能需要更长时间。发送给 SSA 的退休福利申请数量也可能导致处理时间更长。如果您之前提交过其他社会保障福利或医疗保险的申请或索赔，则可能无需提供某些信息，因为它已经在文件中。在提供您的文件时，SSA 需要由签发文件的政府机构认证的原件或副本。
CASE_0007,257885,mixed,3,6661520,0.8099,0.8099,1,zh,SSA 可能需要大约六周的时间来处理您的申请并开始您的福利。如果您提供不正确的信息或 SSA 需要更多信息，则可能需要更长时间。发送到 SSA 的退休福利申请数量也可能导致处理时间更长。
CASE_0007,257885,mixed,4,556160,0.8061,0.8061,0,zh,大体时间。从您提交申请到您得知您是被批准还是被拒绝，这段时间各不相同。 SSA 可能需要大约六周的时间来处理您的申请并开始您的福利。如果您提供不正确的信息或 SSA 需要更多信息，则可能需要更长时间。发送到 SSA 的退休福利申请数量也可能导致处理时间更长。
CASE_0007,257885,mixed,5,7318132,0.742,0.742,0,zh,这就是为什么当索赔被裁定时，我们会建议您国家机构或行政法官可能会在不久的将来（通常在 12 到 24 个月内）建议进行审查。然而，在 SSA 再次审查您的索赔之前，有时可能需要 5 到 7 年的时间才能获得最初的福利金。
CASE_0007,257885,mixed,6,1512690,0.7344,0.7344,0,zh,如果您积累了足够的工作学分（通常为 40），您最早可以领取社会保障<b>退休</b>福利的时间是<b>62</b>。在那个年龄，您的每月付款将是您在 SSA 的完全退休年龄等待退休所获得的金额的 75%。
CASE_0007,257885,mixed,7,7442279,0.732,0.732,0,zh,SSA 将处理您的请求并在 30 天内提供答复。它通常会同意您要求的金额，除非您的收入或支出存在差异。 SSA 将从您的每月福利中扣除付款，或者您可以通过信用卡、借记卡或支票付款。
CASE_0007,257885,mixed,8,7213229,0.7303,0.7303,0,zh,社会保障管理局 (SSA) 允许您在网上申请退休、配偶福利、医疗保险或残疾福利。这个过程的好处是整个应用程序只需要大约 15 分钟的时间。
CASE_0007,257885,mixed,9,5564348,0.7303,0.7303,0,zh,在我们准备好您的 SS-5 申请文件和提交说明后，您的最后一步就是按照提交说明进行操作。完成申请后，您将直接从社会保障局 (SSA) 收到邮寄的社会保障卡。 SSA 规定的交付时间为 10-14 天，但有时可能需要 4-6 周或更长时间，具体取决于您当地 SSA 办事处或卡中心的工作量。没有办法加快此交付时间，因为 SSA 仅通过邮寄方式提供新卡。
CASE_0007,257885,mixed,10,4561830,0.727,0.727,0,zh,Ma9989009 的回答。信心票数为 52.7K。如果您积累了足够的工作积分（通常为 40），您最早可以领取社会保障退休福利的时间是 62。在那个年龄，您的每月付款将是您等待在 SSA 的完全退休年龄退休时获得的金额的 75% .
CASE_0007,704236,endpoint,1,7418012,0.6621,0.6621,1,zh,汽车装饰件可用于车辆的内部或外部。外部装饰包括保险杠、细条纹、塑料摩擦条、珠光漆、前照灯装饰和踏板等。
CASE_0007,704236,endpoint,2,695223,0.6588,0.6588,0,zh,装饰是应用于汽车以增强风格和外观的任何东西。装饰使外观普通的汽车和锋利的汽车之间产生区别。然而，由于维护修剪所涉及的时间，它经常被忽视。
CASE_0007,704236,endpoint,3,7418011,0.6533,0.6533,0,zh,保护性附件用于保持汽车喷漆工作的新外观。这种装饰条最受欢迎的类型是塑料擦条。这些条沿两侧车门的中点水平安装，通常为黑色。条带从前轮舱延伸到后轮舱。
CASE_0007,704236,endpoint,4,7510864,0.6449,0.6449,0,zh,汽车中的电线是一种称为织机的颜色编码电线系统。在多条电线并排的情况下，它们用绝缘胶带或塑料套管捆绑在一起。橡胶垫圈用于电线穿过在车身上钻出的孔的地方，以防止锋利的边缘切割绝缘层。
CASE_0007,704236,endpoint,5,1255608,0.6395,0.6395,0,zh,（2008 年 5 月）（了解如何以及何时删除此模板消息）装饰包（有时称为外观包）是一种汽车包，由车辆的一组装饰（主要是非功能性）装饰组成。在某些情况下，装饰包可能包含特定的型号或结尾名称。此类包装可能以使用著名时装设计师的名字为特征，例如皮尔卡丹 AMC Javelin、Oleg Cassini AMC 斗牛士或纪梵希或比尔布拉斯版本的林肯大陆。
CASE_0007,704236,endpoint,6,6140999,0.6341,0.6341,0,zh,（例如：宝马 3 系或梅赛德斯-奔驰 C 级轿车）装饰是指为基础车型增色的外部和内部选项。 （例如：福特野马 GT 或本田雅阁 EX）这些参与经销商接受凯利蓝皮书即时现金优惠，这是根据您的特定汽车状况和功能提供的免费实际优惠。
CASE_0007,704236,endpoint,7,7418009,0.6306,0.6306,0,zh,修剪线。特定车辆的标准功能集，没有任何选项、特殊设备或其他车身项目，如扰流板、油漆和贴花。
CASE_0007,704236,endpoint,8,4550253,0.6297,0.6297,0,zh,装配线是指一种特殊且高效的制造过程，它被发明以促进以顺序和有组织的方式添加特定产品的零件。大多数资本家和金融家使用此过程是因为它比典型的手工制作更快更有效-类型方法。装配线的发明者是一个名叫亨利·利兰 (Henry Leland) 的人。他创办了卖给通用汽车的凯迪拉克汽车公司和后来卖给福特的林肯汽车公司。他是底特律大部分地区的早期发动机制造商。
CASE_0007,704236,endpoint,9,6479965,0.6277,0.6277,0,zh,如果你知道我的意思是沿着汽车侧面的黑色塑料线/装饰它可能有一个正确的名字，无论如何，当它应该是黑色时，我的颜色变成了暗灰色，有人知道我应该用什么清洁它找回颜色，越便宜越好。谢谢。添加您的答案。来源。提交取消。如果你知道我的意思是沿着汽车侧面的黑色塑料线/装饰它可能有一个正确的名字，无论如何，当它应该是黑色时，我的颜色变成了暗灰色，任何人都知道我应该怎么做用它清洁以恢复颜色，越便宜越好。谢谢。跟随。 9 个回答 9.
CASE_0007,704236,endpoint,10,7087737,0.6263,0.6263,0,zh,细条纹是指在现有油漆涂层上涂上一层薄薄的装饰性油漆层，以创建设计。这种定制形式一般用于汽车和摩托车...
CASE_0007,704236,mixed,1,7418009,0.6673,0.6673,0,zh,修剪线。特定车辆的标准功能集，没有任何选项、特殊设备或其他车身项目，如扰流板、油漆和贴花。
CASE_0007,704236,mixed,2,7510864,0.6598,0.6598,0,zh,汽车中的电线是一种称为织机的颜色编码电线系统。在多条电线并排的情况下，它们用绝缘胶带或塑料套管捆绑在一起。橡胶垫圈用于电线穿过在车身上钻出的孔的地方，以防止锋利的边缘切割绝缘层。
CASE_0007,704236,mixed,3,7418012,0.6541,0.6541,1,zh,汽车装饰件可用于车辆的内部或外部。外部装饰包括保险杠、细条纹、塑料摩擦条、珠光漆、前照灯装饰和踏板等。
CASE_0007,704236,mixed,4,7418011,0.6478,0.6478,0,zh,保护性附件用于保持汽车喷漆工作的新外观。这种装饰条最受欢迎的类型是塑料擦条。这些条沿两侧车门的中点水平安装，通常为黑色。条带从前轮舱延伸到后轮舱。
CASE_0007,704236,mixed,5,8622988,0.6469,0.6469,0,zh,在非移动区域内开车。当它沿着车辆控制线运行时，您会看到此标记变为黑白方格线，有时称为拉链线。
CASE_0007,704236,mixed,6,7087737,0.6438,0.6438,0,zh,细条纹是指在现有油漆涂层上涂上一层薄薄的装饰性油漆层，以创建设计。这种定制形式一般用于汽车和摩托车...
CASE_0007,704236,mixed,7,2923571,0.6429,0.6429,0,zh,一条宽的白色实线，用于分隔车辆行驶的车道。在同一方向，在坡道连接处，交叉路口的存储车道，以及。高载客车辆 (HOV) 车道，或商业通道和公交 (BAT) 车道、自行车道和其他不鼓励穿越的优先车道。
CASE_0007,704236,mixed,8,6479965,0.6411,0.6411,0,zh,如果你知道我的意思是沿着汽车侧面的黑色塑料线/装饰它可能有一个正确的名字，无论如何，当它应该是黑色时，我的颜色变成了暗灰色，有人知道我应该用什么清洁它找回颜色，越便宜越好。谢谢。添加您的答案。来源。提交取消。如果你知道我的意思是沿着汽车侧面的黑色塑料线/装饰它可能有一个正确的名字，无论如何，当它应该是黑色时，我的颜色变成了暗灰色，任何人都知道我应该怎么做用它清洁以恢复颜色，越便宜越好。谢谢。跟随。 9 个回答 9.
CASE_0007,704236,mixed,9,695223,0.6392,0.6392,0,zh,装饰是应用于汽车以增强风格和外观的任何东西。装饰使外观普通的汽车和锋利的汽车之间产生区别。然而，由于维护修剪所涉及的时间，它经常被忽视。
CASE_0007,704236,mixed,10,7133059,0.6365,0.6365,0,zh,这是我能近似它的最好方法。它是一条一端有一个半箭头向上，另一端有一个向下的半箭头的线。有一天我回到家，发现它在我们车道的尽头涂上了油漆。显然他们一直在我的街道上做一些工作——我什至不确定到底是什么类型的工作。维修人员不得不将这个符号涂成亮黄色。这是什么意思？为什么它在我的车道上？我当然打算不理会它。但是，如果我不小心删除了它，我会遇到麻烦吗？有谁知道这些和更多问题的答案？:)
CASE_0007,81075,endpoint,1,7321334,0.7493,0.7493,1,zh,与彩绘砖的统一颜色不同，粉刷砖具有杂色。砖上的颜色清洗使用与墙壁上的颜色清洗相同的一般理论；这个想法是稀释油漆，使底色显示出来。在砖上，这种技术通常被称为“粉刷”，通常涉及油漆和水。砖也可以用未稀释的底漆染色或涂漆，然后用海绵技术进行强调。在添加颜色之前，请务必清洁砖块。
CASE_0007,81075,endpoint,2,4010813,0.7338,0.7338,0,zh,我认为你可以选择任何一种方式，要么画画，要么不画画。你的房子砖是粉红色的。正如之前的海报所提到的，屋顶的颜色太接近了。我的砖房是由前业主粉刷的，今年我把它重新粉刷成了一个漂亮的 SW。
CASE_0007,81075,endpoint,3,716336,0.7284,0.7284,0,zh,RE: 砖是什么颜色的？我需要粉刷我房子外面的一部分，砖是什么颜色，我能在油漆中得到最接近的颜色是什么。
CASE_0007,81075,endpoint,4,643719,0.7141,0.7141,0,zh,QUIKRETEÃƒâ€šÃ‚Â® Concrete Resurfacer 是水泥灰色，可以。用 QUIKRETEÃƒâ€šÃ‚Â® Liquid Cement Color (#1317) 或其他颜色着色。批准用于混凝土和砖石产品的颜料。 QUIKRETEÃƒâ€šÃ‚Â® Concrete Resurfacer 旨在匹配。典型的彩色混凝土。混凝土颜色各不相同。比较颜色。混合少量，放在不显眼的地方，然后。在进行整个项目之前，让它完全硬化。混凝土颜色也会因添加的水而异。底层混凝土的变化。
CASE_0007,81075,endpoint,5,1399451,0.7066,0.7066,0,zh,由于您家的年龄以及天气条件，现有的砖和砂浆饰面可能会有不同的色调。很多时候，在我们的指点工作中，我们会使用灰色和浅黄色染料甚至黑色来淡化新砂浆工作的粗糙外观。
CASE_0007,81075,endpoint,6,8333830,0.6985,0.6985,0,zh,答：是的。我们的染色/密封过程允许您将灌浆从浅色变为深色或由深色变为浅色，有 100 种颜色和色调可供选择。通过更新旧瓷砖区域而不是替换它来节省数千美元。
