case_id,qid,condition,rank,docid,retrieval_score_raw,score,rel,doc_lang,snippet
CASE_0016,1087185,mixed,10,949052,0.656,0.656,0,zh,环境效益。生物质发电的环境效益 ─ ─ ─ ─ ─ ─ ─ ─ 使用生物质燃料 ─ ─ ─ ─ ─ ─ ─ ─ 是显而易见的。通过在我们的绿色能源工厂中使用废料作为燃料，我们可以防止这些废物给我们的垃圾填埋场带来更多负担，或者被留在森林地面或城市地段上腐烂。iomass power (biopower) â€€ “占美国发电能力的 4% 左右”是一种清洁能源，每年可减少超过 1500 万吨的二氧化碳排放量。生物质能协会。
CASE_0016,1095971,endpoint,1,7546838,0.7154,0.7154,1,zh,纤维含量。加州瓦伦西亚橙子在 1 杯水果部分中提供 4.4 克纤维，佛罗里达橙子在 1 杯中提供 4.4 克纤维。一杯生脐橙段提供 3.6 克纤维，而相同数量的橘子段提供 3.5 克纤维。 8 盎司的生橙汁仅含有 0.5 克纤维，而浓缩橙汁在相同份量中提供 0.7 克纤维。好处 橙子和其他柑橘类水果以低热量包装提供大量维生素、矿物质和纤维。
CASE_0016,1095971,endpoint,2,3010754,0.7123,0.7123,0,zh,"一个中等大小的 3.5 盎司橙子含有大约 2.3 克的总纤维，占 2,000 卡路里饮食每日总需求量的 8% 以上。其中，1.3 克是可溶性纤维，1 克是不溶性纤维。"
CASE_0016,1095971,endpoint,3,2140224,0.7108,0.7108,0,zh,加州瓦伦西亚橙子在 1 杯水果部分中提供 4.4 克纤维，佛罗里达橙子在 1 杯中提供 4.4 克纤维。一杯生脐橙段提供 3.6 克纤维，而相同数量的橘子段提供 3.5 克纤维。
CASE_0016,1095971,endpoint,4,3588472,0.7106,0.7106,0,zh,膳食纤维的量。一个完整的、未加工的、中等大小的橙子重约 154 克，含有 3 克膳食纤维。这一数量提供了美国农业部推荐的成年女性每日纤维摄入量的 12%，以及男性每日纤维摄入量的 7.8%。
CASE_0016,1095971,endpoint,5,5546770,0.7105,0.7105,0,zh,加州瓦伦西亚橙子在 1 杯水果部分中提供 4.4 克纤维，佛罗里达橙子在 1 杯中提供 4.4 克纤维。
CASE_0016,1095971,endpoint,6,5754338,0.6922,0.6922,0,zh,"每天摄入 1,800 卡路里热量意味着您需要 16 克总纤维。一个中等大小的 2 1/2 英寸橙子含有大约 3 克纤维，其中一半以上是可溶性纤维。"
CASE_0016,1095971,endpoint,7,6911674,0.6907,0.6907,0,zh,一个（1 份中等橙子）脐橙含有约 3.1 克纤维。纤维含量高的食物很好，对健康有很多好处。高纤维食物有助于降低胆固醇水平。
CASE_0016,1095971,endpoint,8,6409256,0.6763,0.6763,0,zh,全血橙子是纤维的良好来源，每个中等橙子含有 3 克纤维。这是您每日推荐摄入量的 12%。纤维有助于预防便秘并维持胃肠系统的整体健康；它是预防结肠癌的关键。
CASE_0016,1095971,endpoint,9,7546841,0.6759,0.6759,0,zh,较大的橙子重约 184 克，或 1 杯去皮橙子片，两者都提供 4.3 至 4.4 克。如此多的纤维将满足女性日常需求的 17% 和男性需求的 11%。可溶性纤维 一个去皮的小橙子含有 1.8 克可溶性纤维，与半个红薯、1/2 杯煮熟的芦笋或四个带皮的杏子提供的可溶性纤维量大致相同。在消化道中，可溶性纤维遇水膨胀形成粘性物质。
CASE_0016,1095971,endpoint,10,5613290,0.6743,0.6743,0,zh,一个脐橙含有 3.1 克膳食纤维，约占女性每日推荐摄入量的 8% 和男性推荐摄入量的 12%。更重要的是，橙子是可溶性纤维的良好来源，可减缓糖的消化并防止血糖大幅飙升。
CASE_0016,1095971,mixed,1,3010754,0.7068,0.7068,0,zh,"一个中等大小的 3.5 盎司橙子含有大约 2.3 克的总纤维，占 2,000 卡路里饮食每日总需求量的 8% 以上。其中，1.3 克是可溶性纤维，1 克是不溶性纤维。"
CASE_0016,1095971,mixed,2,3588472,0.7055,0.7055,0,zh,膳食纤维的量。一个完整的、未加工的、中等大小的橙子重约 154 克，含有 3 克膳食纤维。这一数量提供了美国农业部推荐的成年女性每日纤维摄入量的 12%，以及男性每日纤维摄入量的 7.8%。
CASE_0016,1095971,mixed,3,5546770,0.705,0.705,0,zh,加州瓦伦西亚橙子在 1 杯水果部分中提供 4.4 克纤维，佛罗里达橙子在 1 杯中提供 4.4 克纤维。
CASE_0016,1095971,mixed,4,7546838,0.7046,0.7046,1,zh,纤维含量。加州瓦伦西亚橙子在 1 杯水果部分中提供 4.4 克纤维，佛罗里达橙子在 1 杯中提供 4.4 克纤维。一杯生脐橙段提供 3.6 克纤维，而相同数量的橘子段提供 3.5 克纤维。 8 盎司的生橙汁仅含有 0.5 克纤维，而浓缩橙汁在相同份量中提供 0.7 克纤维。好处 橙子和其他柑橘类水果以低热量包装提供大量维生素、矿物质和纤维。
CASE_0016,1095971,mixed,5,2140224,0.7017,0.7017,0,zh,加州瓦伦西亚橙子在 1 杯水果部分中提供 4.4 克纤维，佛罗里达橙子在 1 杯中提供 4.4 克纤维。一杯生脐橙段提供 3.6 克纤维，而相同数量的橘子段提供 3.5 克纤维。
CASE_0016,1095971,mixed,6,5754338,0.6892,0.6892,0,zh,"每天摄入 1,800 卡路里热量意味着您需要 16 克总纤维。一个中等大小的 2 1/2 英寸橙子含有大约 3 克纤维，其中一半以上是可溶性纤维。"
CASE_0016,1095971,mixed,7,6911674,0.6809,0.6809,0,zh,一个（1 份中等橙子）脐橙含有约 3.1 克纤维。纤维含量高的食物很好，对健康有很多好处。高纤维食物有助于降低胆固醇水平。
CASE_0016,1095971,mixed,8,6409256,0.6654,0.6654,0,zh,全血橙子是纤维的良好来源，每个中等橙子含有 3 克纤维。这是您每日推荐摄入量的 12%。纤维有助于预防便秘并维持胃肠系统的整体健康；它是预防结肠癌的关键。
CASE_0016,1095971,mixed,9,7546841,0.6652,0.6652,0,zh,较大的橙子重约 184 克，或 1 杯去皮橙子片，两者都提供 4.3 至 4.4 克。如此多的纤维将满足女性日常需求的 17% 和男性需求的 11%。可溶性纤维 一个去皮的小橙子含有 1.8 克可溶性纤维，与半个红薯、1/2 杯煮熟的芦笋或四个带皮的杏子提供的可溶性纤维量大致相同。在消化道中，可溶性纤维遇水膨胀形成粘性物质。
CASE_0016,1095971,mixed,10,2731581,0.6629,0.6629,0,zh,纤维。全血橙子是纤维的良好来源，每个中等橙子含有 3 克纤维。这是您每日推荐摄入量的 12%。纤维有助于预防便秘并维持胃肠系统的整体健康；它是预防结肠癌的关键。
CASE_0016,704236,endpoint,1,7418012,0.6621,0.6621,1,zh,汽车装饰件可用于车辆的内部或外部。外部装饰包括保险杠、细条纹、塑料摩擦条、珠光漆、前照灯装饰和踏板等。
CASE_0016,704236,endpoint,2,695223,0.6588,0.6588,0,zh,装饰是应用于汽车以增强风格和外观的任何东西。装饰使外观普通的汽车和锋利的汽车之间产生区别。然而，由于维护修剪所涉及的时间，它经常被忽视。
CASE_0016,704236,endpoint,3,7418011,0.6533,0.6533,0,zh,保护性附件用于保持汽车喷漆工作的新外观。这种装饰条最受欢迎的类型是塑料擦条。这些条沿两侧车门的中点水平安装，通常为黑色。条带从前轮舱延伸到后轮舱。
CASE_0016,704236,endpoint,4,7510864,0.6449,0.6449,0,zh,汽车中的电线是一种称为织机的颜色编码电线系统。在多条电线并排的情况下，它们用绝缘胶带或塑料套管捆绑在一起。橡胶垫圈用于电线穿过在车身上钻出的孔的地方，以防止锋利的边缘切割绝缘层。
CASE_0016,704236,endpoint,5,1255608,0.6395,0.6395,0,zh,（2008 年 5 月）（了解如何以及何时删除此模板消息）装饰包（有时称为外观包）是一种汽车包，由车辆的一组装饰（主要是非功能性）装饰组成。在某些情况下，装饰包可能包含特定的型号或结尾名称。此类包装可能以使用著名时装设计师的名字为特征，例如皮尔卡丹 AMC Javelin、Oleg Cassini AMC 斗牛士或纪梵希或比尔布拉斯版本的林肯大陆。
CASE_0016,704236,endpoint,6,6140999,0.6341,0.6341,0,zh,（例如：宝马 3 系或梅赛德斯-奔驰 C 级轿车）装饰是指为基础车型增色的外部和内部选项。 （例如：福特野马 GT 或本田雅阁 EX）这些参与经销商接受凯利蓝皮书即时现金优惠，这是根据您的特定汽车状况和功能提供的免费实际优惠。
CASE_0016,704236,endpoint,7,7418009,0.6306,0.6306,0,zh,修剪线。特定车辆的标准功能集，没有任何选项、特殊设备或其他车身项目，如扰流板、油漆和贴花。
CASE_0016,704236,endpoint,8,4550253,0.6297,0.6297,0,zh,装配线是指一种特殊且高效的制造过程，它被发明以促进以顺序和有组织的方式添加特定产品的零件。大多数资本家和金融家使用此过程是因为它比典型的手工制作更快更有效-类型方法。装配线的发明者是一个名叫亨利·利兰 (Henry Leland) 的人。他创办了卖给通用汽车的凯迪拉克汽车公司和后来卖给福特的林肯汽车公司。他是底特律大部分地区的早期发动机制造商。
CASE_0016,704236,endpoint,9,6479965,0.6277,0.6277,0,zh,如果你知道我的意思是沿着汽车侧面的黑色塑料线/装饰它可能有一个正确的名字，无论如何，当它应该是黑色时，我的颜色变成了暗灰色，有人知道我应该用什么清洁它找回颜色，越便宜越好。谢谢。添加您的答案。来源。提交取消。如果你知道我的意思是沿着汽车侧面的黑色塑料线/装饰它可能有一个正确的名字，无论如何，当它应该是黑色时，我的颜色变成了暗灰色，任何人都知道我应该怎么做用它清洁以恢复颜色，越便宜越好。谢谢。跟随。 9 个回答 9.
CASE_0016,704236,endpoint,10,7087737,0.6263,0.6263,0,zh,细条纹是指在现有油漆涂层上涂上一层薄薄的装饰性油漆层，以创建设计。这种定制形式一般用于汽车和摩托车...
CASE_0016,704236,mixed,1,7510864,0.6571,0.6571,0,zh,汽车中的电线是一种称为织机的颜色编码电线系统。在多条电线并排的情况下，它们用绝缘胶带或塑料套管捆绑在一起。橡胶垫圈用于电线穿过在车身上钻出的孔的地方，以防止锋利的边缘切割绝缘层。
CASE_0016,704236,mixed,2,7418009,0.6539,0.6539,0,zh,修剪线。特定车辆的标准功能集，没有任何选项、特殊设备或其他车身项目，如扰流板、油漆和贴花。
CASE_0016,704236,mixed,3,695223,0.6523,0.6523,0,zh,装饰是应用于汽车以增强风格和外观的任何东西。装饰使外观普通的汽车和锋利的汽车之间产生区别。然而，由于维护修剪所涉及的时间，它经常被忽视。
CASE_0016,704236,mixed,4,7418012,0.6483,0.6483,1,zh,汽车装饰件可用于车辆的内部或外部。外部装饰包括保险杠、细条纹、塑料摩擦条、珠光漆、前照灯装饰和踏板等。
CASE_0016,704236,mixed,5,7418011,0.6464,0.6464,0,zh,保护性附件用于保持汽车喷漆工作的新外观。这种装饰条最受欢迎的类型是塑料擦条。这些条沿两侧车门的中点水平安装，通常为黑色。条带从前轮舱延伸到后轮舱。
CASE_0016,704236,mixed,6,1744883,0.6392,0.6392,0,zh,明线是单套或多套。上展示的缝合线。服装右侧，用于装饰或。功能目的。在很多人身上都能找到。为传家宝量身定制的服装类型，从运动型到正式型。
CASE_0016,704236,mixed,7,8622988,0.6366,0.6366,0,zh,在非移动区域内开车。当它沿着车辆控制线运行时，您会看到此标记变为黑白方格线，有时称为拉链线。
CASE_0016,704236,mixed,8,4550253,0.6363,0.6363,0,zh,装配线是指一种特殊且高效的制造过程，它被发明以促进以顺序和有组织的方式添加特定产品的零件。大多数资本家和金融家使用此过程是因为它比典型的手工制作更快更有效-类型方法。装配线的发明者是一个名叫亨利·利兰 (Henry Leland) 的人。他创办了卖给通用汽车的凯迪拉克汽车公司和后来卖给福特的林肯汽车公司。他是底特律大部分地区的早期发动机制造商。
CASE_0016,704236,mixed,9,6479965,0.6361,0.6361,0,zh,如果你知道我的意思是沿着汽车侧面的黑色塑料线/装饰它可能有一个正确的名字，无论如何，当它应该是黑色时，我的颜色变成了暗灰色，有人知道我应该用什么清洁它找回颜色，越便宜越好。谢谢。添加您的答案。来源。提交取消。如果你知道我的意思是沿着汽车侧面的黑色塑料线/装饰它可能有一个正确的名字，无论如何，当它应该是黑色时，我的颜色变成了暗灰色，任何人都知道我应该怎么做用它清洁以恢复颜色，越便宜越好。谢谢。跟随。 9 个回答 9.
CASE_0016,704236,mixed,10,7087737,0.6343,0.6343,0,zh,细条纹是指在现有油漆涂层上涂上一层薄薄的装饰性油漆层，以创建设计。这种定制形式一般用于汽车和摩托车...
CASE_0016,283344,endpoint,1,7795548,0.8188,0.8188,1,zh,1 个中等大小的苹果含有 72 卡路里热量。卡路里分解：3% 脂肪、96% 碳水化合物、1% 蛋白质。
CASE_0016,283344,endpoint,2,8457444,0.8186,0.8186,0,zh,1 个中等大小的苹果含有 72 卡路里热量。卡路里分解：3% 脂肪，96% 碳水化合物，2% 蛋白质。
CASE_0016,283344,endpoint,3,5407446,0.8161,0.8161,0,zh,一个苹果大约有 30 卡路里的热量，而且一个苹果中没有脂肪。仅供参考，您的身体确实需要一些脂肪才能生存，因此谷物中的天然脂肪以及诸如此类的脂肪都是您必须摄入的脂肪。3 个人认为这很有用。
CASE_0016,283344,endpoint,4,1052774,0.8139,0.8139,0,zh,1 个中等大小的苹果（不带皮）含有 61 卡路里热量。卡路里分解：2% 脂肪，96% 碳水化合物，2% 蛋白质。
CASE_0016,283344,endpoint,5,2910377,0.8108,0.8108,0,zh,一个苹果有多少克脂肪？直径为 3.25 的苹果含有 0.4 克脂肪，还有 14.6 克碳水化合物和 0.3 克蛋白质。享受一个！回答 2 Wikipedia.org，来自美国农业部，建议单位为 g/100g； fÃƒÂ¢Ã‚‚Â‚ at 0.17，糖 10.39，卡路里 52 = 218kJ，蛋白质 0.26。 （糖几乎是所有的碳水化合物）零。
CASE_0016,283344,endpoint,6,5170617,0.8065,0.8065,0,zh,1 个小苹果含有 55 卡路里热量。卡路里分解：3% 脂肪、96% 碳水化合物、1% 蛋白质。
CASE_0016,283344,endpoint,7,8356857,0.8052,0.8052,0,zh,1 个小苹果含有 55 卡路里热量。卡路里分解：3% 脂肪，96% 碳水化合物，2% 蛋白质。
CASE_0016,283344,endpoint,8,7795545,0.7983,0.7983,0,zh,一个苹果的卡路里含量 一个苹果的卡路里（带皮生的） 一个苹果的卡路里范围从一个超小苹果（直径 2-12 英寸）约 53 卡路里到约 116 卡路里（一个约 3 -1/4 英寸直径）。苹果中的绝大多数卡路里来自碳水化合物。
CASE_0016,283344,endpoint,9,5142795,0.7971,0.7971,0,zh,一个中等大小（180 克）的生吃苹果，包括去皮，提供大约 85 卡路里的热量。大约 85% 的苹果是水，大约 14% 是碳水化合物——主要是糖果糖——剩下的 1% 是蛋白质和脂肪。
CASE_0016,283344,endpoint,10,1584757,0.7962,0.7962,0,zh,研究人员检查了苹果的营养成分，根据营养和​​科学数据，一个苹果含有 95 卡路里热量、8% 的碳水化合物、18.9 克糖和 17% 的膳食纤维。
CASE_0016,283344,mixed,1,5407446,0.7924,0.7924,0,zh,一个苹果大约有 30 卡路里的热量，而且一个苹果中没有脂肪。仅供参考，您的身体确实需要一些脂肪才能生存，因此谷物中的天然脂肪以及诸如此类的脂肪都是您必须摄入的脂肪。3 个人认为这很有用。
CASE_0016,283344,mixed,2,8457444,0.7921,0.7921,0,zh,1 个中等大小的苹果含有 72 卡路里热量。卡路里分解：3% 脂肪，96% 碳水化合物，2% 蛋白质。
CASE_0016,283344,mixed,3,7795548,0.7919,0.7919,1,zh,1 个中等大小的苹果含有 72 卡路里热量。卡路里分解：3% 脂肪、96% 碳水化合物、1% 蛋白质。
CASE_0016,283344,mixed,4,2910377,0.7914,0.7914,0,zh,一个苹果有多少克脂肪？直径为 3.25 的苹果含有 0.4 克脂肪，还有 14.6 克碳水化合物和 0.3 克蛋白质。享受一个！回答 2 Wikipedia.org，来自美国农业部，建议单位为 g/100g； fÃƒÂ¢Ã‚‚Â‚ at 0.17，糖 10.39，卡路里 52 = 218kJ，蛋白质 0.26。 （糖几乎是所有的碳水化合物）零。
